country_code	zone	w_from	w_to	price
DK	3	2000	2100	315.15
DK	3	2100	2200	329.08
DK	3	2200	2300	343.04
DK	3	2300	2400	353.81
DK	3	2400	2500	367.84
DK	4	0	30	44.12
DK	4	30	50	45.45
DK	4	50	75	51.06
DK	4	75	100	53.72
DK	4	100	150	64.37
DK	4	150	200	67.81
DK	4	200	250	77.73
DK	4	250	300	82.81
DK	4	300	350	92.02
DK	4	350	400	98.61
DK	4	400	450	105.18
DK	4	450	500	110.67
DK	4	500	600	121.79
DK	4	600	700	136.12
DK	4	700	800	145.83
DK	4	800	900	157.75
DK	4	900	1000	169.61
DK	4	1000	1100	181.27
DK	4	1100	1200	190.52
DK	4	1200	1300	201.99
DK	4	1300	1400	216.14
DK	4	1400	1500	231.72
DK	4	1500	1600	245.42
DK	4	1600	1700	261.61
DK	4	1700	1800	279.03
DK	4	1800	1900	296.79
DK	4	1900	2000	307.83
DK	4	2000	2100	321.98
DK	4	2100	2200	336.17
DK	4	2200	2300	350.42
DK	4	2300	2400	361.47
DK	4	2400	2500	375.77
DK	5	0	30	47.17
DK	5	30	50	48.32
DK	5	50	75	53.93
DK	5	75	100	56.6
DK	5	100	150	67.55
DK	5	150	200	70.5
DK	5	200	250	80.5
DK	5	250	300	85.07
DK	5	300	350	94.32
DK	5	350	400	101.81
DK	5	400	450	109.31
DK	5	450	500	114.37
DK	5	500	600	125.37
DK	5	600	700	139.64
DK	5	700	800	149.15
DK	5	800	900	160.9
DK	5	900	1000	172.58
DK	5	1000	1100	184.02
DK	5	1100	1200	193.01
DK	5	1200	1300	204.21
DK	5	1300	1400	218.83
DK	5	1400	1500	237.3
DK	5	1500	1600	251.73
DK	5	1600	1700	268.78
DK	5	1700	1800	287.2
DK	5	1800	1900	305.97
DK	5	1900	2000	317.18
DK	5	2000	2100	331.61
DK	5	2100	2200	346.09
DK	5	2200	2300	360.61
DK	5	2300	2400	371.86
DK	5	2400	2500	386.43
DK	6	0	30	50.97
DK	6	30	50	52.22
DK	6	50	75	57.81
DK	6	75	100	60.48
DK	6	100	150	72.58
DK	6	150	200	76.02
DK	6	200	250	87.01
DK	6	250	300	92.1
DK	6	300	350	102.26
DK	6	350	400	109.46
DK	6	400	450	116.66
DK	6	450	500	122.14
DK	6	500	600	134.48
DK	6	600	700	149.99
DK	6	700	800	160.83
DK	6	800	900	173.85
DK	6	900	1000	186.77
DK	6	1000	1100	199.47
DK	6	1100	1200	209.75
DK	6	1200	1300	222.17
DK	6	1300	1400	238.43
DK	6	1400	1500	256.25
DK	6	1500	1600	272.27
DK	6	1600	1700	290.89
DK	6	1700	1800	310.88
DK	6	1800	1900	331.25
DK	6	1900	2000	343.82
DK	6	2000	2100	359.52
DK	6	2100	2200	375.26
DK	6	2200	2300	391.02
DK	6	2300	2400	403.63
DK	6	2400	2500	419.48
DK	7	0	30	58.58
DK	7	30	50	59.56
DK	7	50	75	65.17
DK	7	75	100	67.83
DK	7	100	150	81.49
DK	7	150	200	84.96
DK	7	200	250	97.11
DK	7	250	300	102.21
DK	7	300	350	113.4
DK	7	350	400	121.26
DK	7	400	450	129.15
DK	7	450	500	134.64
DK	7	500	600	148.29
DK	7	600	700	165.08
DK	7	700	800	177.16
DK	7	800	900	191.36
DK	7	900	1000	205.45
DK	7	1000	1100	219.28
DK	7	1100	1200	230.64
DK	7	1200	1300	244.13
DK	7	1300	1400	262.69
DK	7	1400	1500	282.95
DK	7	1500	1600	301.49
DK	7	1600	1700	322.75
DK	7	1700	1800	345.52
DK	7	1800	1900	368.75
DK	7	1900	2000	383
DK	7	2000	2100	400.35
DK	7	2100	2200	417.78
DK	7	2200	2300	435.21
DK	7	2300	2400	449.51
DK	7	2400	2500	467.01
EE	1	0	30	42.26
EE	1	30	50	42.26
EE	1	50	75	45.26
EE	1	75	100	49.6
EE	1	100	150	61.09
EE	1	150	200	68.38
EE	1	200	250	79.32
EE	1	250	300	88.37
EE	1	300	350	99.05
EE	1	350	400	106.61
EE	1	400	450	117.32
EE	1	450	500	126.36
EE	1	500	600	142.01
EE	1	600	700	161.1
EE	1	700	800	175.62
EE	1	800	900	192.71
EE	1	900	1000	209.76
EE	1	1000	1100	226.75
EE	1	1100	1200	241.09
EE	1	1200	1300	258.03
EE	1	1300	1400	274.72
EE	1	1400	1500	292.89
EE	1	1500	1600	308.69
EE	1	1600	1700	327.05
EE	1	1700	1800	346.05
EE	1	1800	1900	365.17
EE	1	1900	2000	380.12
EE	1	2000	2100	398.07
EE	1	2100	2200	416.04
EE	1	2200	2300	434.08
EE	1	2300	2400	449.03
EE	1	2400	2500	467.08
EE	2	0	30	42.26
EE	2	30	50	43.69
EE	2	50	75	47.63
EE	2	75	100	51.9
EE	2	100	150	63.88
EE	2	150	200	71.17
EE	2	200	250	82.48
EE	2	250	300	91.52
EE	2	300	350	102.54
EE	2	350	400	110.1
EE	2	400	450	121.22
EE	2	450	500	130.25
EE	2	500	600	146.33
EE	2	600	700	165.83
EE	2	700	800	180.73
EE	2	800	900	198.19
EE	2	900	1000	215.59
EE	2	1000	1100	232.94
EE	2	1100	1200	247.62
EE	2	1200	1300	264.89
EE	2	1300	1400	282.3
EE	2	1400	1500	301.23
EE	2	1500	1600	317.82
EE	2	1600	1700	337.02
EE	2	1700	1800	356.87
EE	2	1800	1900	376.9
EE	2	1900	2000	392.36
EE	2	2000	2100	410.84
EE	2	2100	2200	429.33
EE	2	2200	2300	447.9
EE	2	2300	2400	463.37
EE	2	2400	2500	481.95
EE	3	0	30	46.37
EE	3	30	50	49.92
EE	3	50	75	53.76
EE	3	75	100	57.88
EE	3	100	150	71.16
EE	3	150	200	78.46
EE	3	200	250	90.7
EE	3	250	300	99.75
EE	3	300	350	111.59
EE	3	350	400	119.14
EE	3	400	450	131.38
EE	3	450	500	140.41
EE	3	500	600	157.56
EE	3	600	700	178.09
EE	3	700	800	194.01
EE	3	800	900	212.44
EE	3	900	1000	230.79
EE	3	1000	1100	249.05
EE	3	1100	1200	264.61
EE	3	1200	1300	282.74
EE	3	1300	1400	302.03
EE	3	1400	1500	322.96
EE	3	1500	1600	341.61
EE	3	1600	1700	362.92
EE	3	1700	1800	385.06
EE	3	1800	1900	407.39
EE	3	1900	2000	424.24
EE	3	2000	2100	444.06
EE	3	2100	2200	463.93
EE	3	2200	2300	483.85
EE	3	2300	2400	500.69
EE	3	2400	2500	520.62
EE	4	0	30	48.3
EE	4	30	50	52
EE	4	50	75	55.97
EE	4	75	100	60.26
EE	4	100	150	74.05
EE	4	150	200	81.33
EE	4	200	250	93.96
EE	4	250	300	103.02
EE	4	300	350	115.19
EE	4	350	400	122.75
EE	4	400	450	135.41
EE	4	450	500	144.44
EE	4	500	600	162.03
EE	4	600	700	182.97
EE	4	700	800	199.3
EE	4	800	900	218.1
EE	4	900	1000	236.83
EE	4	1000	1100	255.44
EE	4	1100	1200	271.37
EE	4	1200	1300	289.85
EE	4	1300	1400	309.87
EE	4	1400	1500	331.6
EE	4	1500	1600	351.05
EE	4	1600	1700	373.24
EE	4	1700	1800	396.27
EE	4	1800	1900	419.51
EE	4	1900	2000	436.91
EE	4	2000	2100	457.29
EE	4	2100	2200	477.68
EE	4	2200	2300	498.14
EE	4	2300	2400	515.53
EE	4	2400	2500	535.99
EE	5	0	30	54.1
EE	5	30	50	57.84
EE	5	50	75	61.86
EE	5	75	100	66.15
EE	5	100	150	81.22
EE	5	150	200	88.52
EE	5	200	250	102.08
EE	5	250	300	111.12
EE	5	300	350	124.13
EE	5	350	400	131.69
EE	5	400	450	145.44
EE	5	450	500	154.47
EE	5	500	600	173.1
EE	5	600	700	195.07
EE	5	700	800	212.4
EE	5	800	900	232.16
EE	5	900	1000	251.81
EE	5	1000	1100	271.34
EE	5	1100	1200	288.14
EE	5	1200	1300	307.46
EE	5	1300	1400	329.34
EE	5	1400	1500	353.04
EE	5	1500	1600	374.5
EE	5	1600	1700	398.81
EE	5	1700	1800	424.07
EE	5	1800	1900	449.61
EE	5	1900	2000	468.35
EE	5	2000	2100	490.07
EE	5	2100	2200	511.81
EE	5	2200	2300	533.61
EE	5	2300	2400	552.34
EE	5	2400	2500	574.17
ES	1	0	30	52.16
ES	1	30	50	58.2
ES	1	50	75	64.94
ES	1	75	100	72.46
ES	1	100	150	80.84
ES	1	150	200	90.21
ES	1	200	250	102.09
ES	1	250	300	112.8
ES	1	300	350	124.36
ES	1	350	400	131.95
ES	1	400	450	146.72
ES	1	450	500	154.97
ES	1	500	600	174.12
ES	1	600	700	194.92
ES	1	700	800	211.63
ES	1	800	900	231.04
ES	1	900	1000	250.36
ES	1	1000	1100	269.58
ES	1	1100	1200	285.86
ES	1	1200	1300	304.87
ES	1	1300	1400	325.76
ES	1	1400	1500	348.32
ES	1	1500	1600	368.51
ES	1	1600	1700	391.61
ES	1	1700	1800	415.88
ES	1	1800	1900	440.48
ES	1	1900	2000	458.36
ES	1	2000	2100	479.76
ES	1	2100	2200	501.21
ES	1	2200	2300	522.75
ES	1	2300	2400	540.62
ES	1	2400	2500	562.21
ES	2	0	30	57.96
ES	2	30	50	64.45
ES	2	50	75	71.64
ES	2	75	100	79.64
ES	2	100	150	88.56
ES	2	150	200	98.46
ES	2	200	250	112.09
ES	2	250	300	124.08
ES	2	300	350	137.32
ES	2	350	400	145.83
ES	2	400	450	162.37
ES	2	450	500	171.93
ES	2	500	600	193.78
ES	2	600	700	218.01
ES	2	700	800	237.04
ES	2	800	900	259.47
ES	2	900	1000	281.81
ES	2	1000	1100	304.03
ES	2	1100	1200	322.56
ES	2	1200	1300	344.55
ES	2	1300	1400	368.9
ES	2	1400	1500	394.98
ES	2	1500	1600	417.97
ES	2	1600	1700	444.66
ES	2	1700	1800	472.59
ES	2	1800	1900	500.86
ES	2	1900	2000	521.22
ES	2	2000	2100	545.84
ES	2	2100	2200	570.51
ES	2	2200	2300	595.27
ES	2	2300	2400	615.6
ES	2	2400	2500	640.44
ES	3	0	30	61.82
ES	3	30	50	68.48
ES	3	50	75	75.85
ES	3	75	100	84.03
ES	3	100	150	93.08
ES	3	150	200	103.11
ES	3	200	250	117.37
ES	3	250	300	129.36
ES	3	300	350	143.13
ES	3	350	400	151.63
ES	3	400	450	168.88
ES	3	450	500	178.44
ES	3	500	600	200.98
ES	3	600	700	225.88
ES	3	700	800	245.53
ES	3	800	900	268.58
ES	3	900	1000	291.55
ES	3	1000	1100	314.35
ES	3	1100	1200	333.45
ES	3	1200	1300	355.99
ES	3	1300	1400	381.55
ES	3	1400	1500	408.88
ES	3	1500	1600	433.22
ES	3	1600	1700	461.27
ES	3	1700	1800	490.63
ES	3	1800	1900	520.41
ES	3	1900	2000	541.63
ES	3	2000	2100	567.13
ES	3	2100	2200	592.66
ES	3	2200	2300	618.29
ES	3	2300	2400	639.51
ES	3	2400	2500	665.22
ES	4	0	30	67.14
ES	4	30	50	74.05
ES	4	50	75	81.65
ES	4	75	100	90.06
ES	4	100	150	99.33
ES	4	150	200	109.55
ES	4	200	250	124.65
ES	4	250	300	136.64
ES	4	300	350	151.15
ES	4	350	400	159.65
ES	4	400	450	177.89
ES	4	450	500	187.43
ES	4	500	600	210.92
ES	4	600	700	236.74
ES	4	700	800	257.3
ES	4	800	900	281.21
ES	4	900	1000	305.01
ES	4	1000	1100	328.61
ES	4	1100	1200	348.51
ES	4	1200	1300	371.82
ES	4	1300	1400	399.02
ES	4	1400	1500	428.12
ES	4	1500	1600	454.27
ES	4	1600	1700	484.22
ES	4	1700	1800	515.59
ES	4	1800	1900	547.43
ES	4	1900	2000	569.87
ES	4	2000	2100	596.57
ES	4	2100	2200	623.3
ES	4	2200	2300	650.14
ES	4	2300	2400	672.57
ES	4	2400	2500	699.47
ES	5	0	30	70.52
ES	5	30	50	77.73
ES	5	50	75	85.67
ES	5	75	100	94.43
ES	5	100	150	104.09
ES	5	150	200	114.72
ES	5	200	250	130.91
ES	5	250	300	143.7
ES	5	300	350	159.24
ES	5	350	400	168.35
ES	5	400	450	187.72
ES	5	450	500	198.05
ES	5	500	600	223.27
ES	5	600	700	251.18
ES	5	700	800	273.26
ES	5	800	900	299.04
ES	5	900	1000	324.71
ES	5	1000	1100	350.18
ES	5	1100	1200	371.56
ES	5	1200	1300	396.7
ES	5	1300	1400	426.06
ES	5	1400	1500	457.34
ES	5	1500	1600	485.33
ES	5	1600	1700	517.51
ES	5	1700	1800	551.16
ES	5	1800	1900	585.28
ES	5	1900	2000	609.33
ES	5	2000	2100	638.04
ES	5	2100	2200	666.77
ES	5	2200	2300	695.59
ES	5	2300	2400	719.66
ES	5	2400	2500	748.57
ES	6	0	30	83.08
ES	6	30	50	90.7
ES	6	50	75	99.02
ES	6	75	100	108.11
ES	6	100	150	118.02
ES	6	150	200	128.85
ES	6	200	250	152.08
ES	6	250	300	163.55
ES	6	300	350	187.3
ES	6	350	400	195.64
ES	6	400	450	222.68
ES	6	450	500	231.7
ES	6	500	600	267.27
ES	6	600	700	301.33
ES	6	700	800	331.44
ES	6	800	900	364.49
ES	6	900	1000	399.17
ES	6	1000	1100	420.86
ES	6	1100	1200	451.1
ES	6	1200	1300	484.04
ES	6	1300	1400	518.55
ES	6	1400	1500	554.7
ES	6	1500	1600	588.45
ES	6	1600	1700	625.08
ES	6	1700	1800	662.84
ES	6	1800	1900	700.91
ES	6	1900	2000	732.55
ES	6	2000	2100	767.75
ES	6	2100	2200	803
ES	6	2200	2300	838.32
ES	6	2300	2400	869.98
ES	6	2400	2500	905.36
ES	7	0	30	149.73
ES	7	30	50	167.22
ES	7	50	75	186.77
ES	7	75	100	208.59
ES	7	100	150	232.97
ES	7	150	200	260.22
ES	7	200	250	334.79
ES	7	250	300	346.7
ES	7	300	350	409.68
ES	7	350	400	418.47
ES	7	400	450	498.47
ES	7	450	500	507.93
ES	7	500	600	554.32
ES	7	600	700	630.57
ES	7	700	800	700.59
ES	7	800	900	765.1
ES	7	900	1000	833.45
ES	7	1000	1100	871.32
ES	7	1100	1200	905.66
ES	7	1200	1300	946.3
ES	7	1300	1400	1027.56
ES	7	1400	1500	1113.93
ES	7	1500	1600	1199.8
ES	7	1600	1700	1291.21
ES	7	1700	1800	1395.89
ES	7	1800	1900	1511.92
ES	7	1900	2000	1589.26
ES	7	2000	2100	1670.28
ES	7	2100	2200	1751.34
ES	7	2200	2300	1823.86
ES	7	2300	2400	1884.09
ES	7	2400	2500	1948.04
FI	1	0	30	49.02
FI	1	30	50	50.88
FI	1	50	75	57.1
FI	1	75	100	60.07
FI	1	100	150	73.82
FI	1	150	200	80.82
FI	1	200	250	93.92
FI	1	250	300	102.69
FI	1	300	350	115.21
FI	1	350	400	122.44
FI	1	400	450	135.09
FI	1	450	500	144.23
FI	1	500	600	161.87
FI	1	600	700	183
FI	1	700	800	199.19
FI	1	800	900	217.82
FI	1	900	1000	236.38
FI	1	1000	1100	254.79
FI	1	1100	1200	270.59
FI	1	1200	1300	288.82
FI	1	1300	1400	309.11
FI	1	1400	1500	330.91
FI	1	1500	1600	350.54
FI	1	1600	1700	372.82
FI	1	1700	1800	396.33
FI	1	1800	1900	420.13
FI	1	1900	2000	437.49
FI	1	2000	2100	458.14
FI	1	2100	2200	478.84
FI	1	2200	2300	499.6
FI	1	2300	2400	516.97
FI	1	2400	2500	537.77
FI	2	0	30	55.79
FI	2	30	50	57.18
FI	2	50	75	63.41
FI	2	75	100	66.36
FI	2	100	150	81.46
FI	2	150	200	88.47
FI	2	200	250	102.57
FI	2	250	300	111.33
FI	2	300	350	124.75
FI	2	350	400	132
FI	2	400	450	145.79
FI	2	450	500	154.93
FI	2	500	600	173.69
FI	2	600	700	195.93
FI	2	700	800	213.16
FI	2	800	900	232.82
FI	2	900	1000	252.38
FI	2	1000	1100	271.76
FI	2	1100	1200	288.5
FI	2	1200	1300	307.64
FI	2	1300	1400	329.89
FI	2	1400	1500	353.77
FI	2	1500	1600	375.56
FI	2	1600	1700	400.1
FI	2	1700	1800	426
FI	2	1800	1900	452.24
FI	2	1900	2000	471.05
FI	2	2000	2100	493.12
FI	2	2100	2200	515.27
FI	2	2200	2300	537.44
FI	2	2300	2400	556.25
FI	2	2400	2500	578.48
FI	3	0	30	62.55
FI	3	30	50	63.75
FI	3	50	75	69.97
FI	3	75	100	72.93
FI	3	100	150	89.44
FI	3	150	200	96.44
FI	3	200	250	111.59
FI	3	250	300	120.35
FI	3	300	350	134.68
FI	3	350	400	141.93
FI	3	400	450	156.94
FI	3	450	500	166.08
FI	3	500	600	186.02
FI	3	600	700	209.4
FI	3	700	800	227.75
FI	3	800	900	248.45
FI	3	900	1000	269.05
FI	3	1000	1100	289.45
FI	3	1100	1200	307.16
FI	3	1200	1300	327.24
FI	3	1300	1400	351.54
FI	3	1400	1500	377.61
FI	3	1500	1600	401.67
FI	3	1600	1700	428.56
FI	3	1700	1800	456.93
FI	3	1800	1900	485.71
FI	3	1900	2000	506.03
FI	3	2000	2100	529.59
FI	3	2100	2200	553.25
FI	3	2200	2300	576.91
FI	3	2300	2400	597.2
FI	3	2400	2500	620.93
FI	4	0	30	65.09
FI	4	30	50	66.42
FI	4	50	75	72.66
FI	4	75	100	75.61
FI	4	100	150	92.68
FI	4	150	200	99.69
FI	4	200	250	115.28
FI	4	250	300	124.04
FI	4	300	350	138.73
FI	4	350	400	145.97
FI	4	400	450	161.48
FI	4	450	500	170.6
FI	4	500	600	191.04
FI	4	600	700	214.88
FI	4	700	800	233.68
FI	4	800	900	254.81
FI	4	900	1000	275.86
FI	4	1000	1100	296.65
FI	4	1100	1200	314.76
FI	4	1200	1300	335.22
FI	4	1300	1400	360.37
FI	4	1400	1500	387.3
FI	4	1500	1600	412.29
FI	4	1600	1700	440.14
FI	4	1700	1800	469.53
FI	4	1800	1900	499.34
FI	4	1900	2000	520.26
FI	4	2000	2100	544.45
FI	4	2100	2200	568.71
FI	4	2200	2300	592.98
FI	4	2300	2400	613.87
FI	4	2400	2500	638.22
FI	5	0	30	71
FI	5	30	50	72.48
FI	5	50	75	78.72
FI	5	75	100	81.68
FI	5	100	150	100.05
FI	5	150	200	107.06
FI	5	200	250	123.63
FI	5	250	300	132.36
FI	5	300	350	147.93
FI	5	350	400	155.17
FI	5	400	450	171.79
FI	5	450	500	180.94
FI	5	500	600	202.43
FI	5	600	700	227.35
FI	5	700	800	247.15
FI	5	800	900	269.28
FI	5	900	1000	291.26
FI	5	1000	1100	312.99
FI	5	1100	1200	332
FI	5	1200	1300	353.35
FI	5	1300	1400	380.38
FI	5	1400	1500	409.35
FI	5	1500	1600	436.41
FI	5	1600	1700	466.43
FI	5	1700	1800	498.11
FI	5	1800	1900	530.28
FI	5	1900	2000	552.6
FI	5	2000	2100	578.16
FI	5	2100	2200	603.8
FI	5	2200	2300	629.45
FI	5	2300	2400	651.74
FI	5	2400	2500	677.46
FI	6	0	30	73.54
FI	6	30	50	74.71
FI	6	50	75	80.93
FI	6	75	100	83.88
FI	6	100	150	102.74
FI	6	150	200	109.75
FI	6	200	250	126.67
FI	6	250	300	135.42
FI	6	300	350	151.28
FI	6	350	400	158.53
FI	6	400	450	175.55
FI	6	450	500	184.68
FI	6	500	600	206.59
FI	6	600	700	231.9
FI	6	700	800	252.06
FI	6	800	900	274.55
FI	6	900	1000	296.89
FI	6	1000	1100	318.97
FI	6	1100	1200	338.31
FI	6	1200	1300	359.97
FI	6	1300	1400	387.7
FI	6	1400	1500	417.4
FI	6	1500	1600	445.22
FI	6	1600	1700	476.03
FI	6	1700	1800	508.54
FI	6	1800	1900	541.58
FI	6	1900	2000	564.41
FI	6	2000	2100	590.47
FI	6	2100	2200	616.62
FI	6	2200	2300	642.78
FI	6	2300	2400	665.55
FI	6	2400	2500	691.78
FI	7	0	30	200.75
FI	7	30	50	201.86
FI	7	50	75	208.09
FI	7	75	100	211.05
FI	7	100	150	257.13
FI	7	150	200	264.15
FI	7	200	250	301.38
FI	7	250	300	310.14
FI	7	300	350	343.84
FI	7	350	400	351.09
FI	7	400	450	391.48
FI	7	450	500	400.63
FI	7	500	600	445.25
FI	7	600	700	492.77
FI	7	700	800	534.29
FI	7	800	900	577.35
FI	7	900	1000	619.85
FI	7	1000	1100	661.46
FI	7	1100	1200	699.66
FI	7	1200	1300	739.69
FI	7	1300	1400	807.19
FI	7	1400	1500	879.09
FI	7	1500	1600	950.52
FI	7	1600	1700	1026.87
FI	7	1700	1800	1107.44
FI	7	1800	1900	1189.84
FI	7	1900	2000	1241.73
FI	7	2000	2100	1296.74
FI	7	2100	2200	1351.95
FI	7	2200	2300	1406.91
FI	7	2300	2400	1458.61
FI	7	2400	2500	1513.79
FR	1	0	30	46.37
FR	1	30	50	56.93
FR	1	50	75	67.52
FR	1	75	100	78.08
FR	1	100	150	89.34
FR	1	150	200	100.61
FR	1	200	250	114.22
FR	1	250	300	127.83
FR	1	300	350	139.26
FR	1	350	400	150.7
FR	1	400	450	163.38
FR	1	450	500	176.04
FR	1	500	600	183.93
FR	1	600	700	206.49
FR	1	700	800	226.91
FR	1	800	900	247.76
FR	1	900	1000	264.27
FR	1	1000	1100	279.01
FR	1	1100	1200	283.99
FR	1	1200	1300	291.24
FR	1	1300	1400	297.02
FR	1	1400	1500	304.14
FR	1	1500	1600	357.32
FR	1	1600	1700	364.43
FR	1	1700	1800	371.55
FR	1	1800	1900	378.67
FR	1	1900	2000	383.65
FR	1	2000	2100	429.44
FR	1	2100	2200	436.55
FR	1	2200	2300	443.66
FR	1	2300	2400	448.64
FR	1	2400	2500	455.77
FR	2	0	30	54.1
FR	2	30	50	55.84
FR	2	50	75	57.57
FR	2	75	100	59.31
FR	2	100	150	69.02
FR	2	150	200	78.73
FR	2	200	250	89.3
FR	2	250	300	99.88
FR	2	300	350	107.49
FR	2	350	400	115.12
FR	2	400	450	125.19
FR	2	450	500	135.27
FR	2	500	600	152.68
FR	2	600	700	173.57
FR	2	700	800	190.72
FR	2	800	900	208.98
FR	2	900	1000	229.18
FR	2	1000	1100	247.2
FR	2	1100	1200	262.2
FR	2	1200	1300	279.41
FR	2	1300	1400	299
FR	2	1400	1500	320.17
FR	2	1500	1600	337.64
FR	2	1600	1700	358
FR	2	1700	1800	382.37
FR	2	1800	1900	409.69
FR	2	1900	2000	429.36
FR	2	2000	2100	450.1
FR	2	2100	2200	470.89
FR	2	2200	2300	492.83
FR	2	2300	2400	511.97
FR	2	2400	2500	535.05
FR	3	0	30	55.06
FR	3	30	50	58.33
FR	3	50	75	61.59
FR	3	75	100	64.86
FR	3	100	150	75.33
FR	3	150	200	85.81
FR	3	200	250	97.16
FR	3	250	300	108.52
FR	3	300	350	117.08
FR	3	350	400	125.64
FR	3	400	450	136.63
FR	3	450	500	147.63
FR	3	500	600	165.74
FR	3	600	700	187.68
FR	3	700	800	205.76
FR	3	800	900	225.05
FR	3	900	1000	246.17
FR	3	1000	1100	265.26
FR	3	1100	1200	281.33
FR	3	1200	1300	299.61
FR	3	1300	1400	320.06
FR	3	1400	1500	342.1
FR	3	1500	1600	360.48
FR	3	1600	1700	381.74
FR	3	1700	1800	406.74
FR	3	1800	1900	434.63
FR	3	1900	2000	455.06
FR	3	2000	2100	476.7
FR	3	2100	2200	498.39
FR	3	2200	2300	521.22
FR	3	2300	2400	541.15
FR	3	2400	2500	565.05
FR	4	0	30	60.86
FR	4	30	50	63.88
FR	4	50	75	66.91
FR	4	75	100	69.93
FR	4	100	150	80.9
FR	4	150	200	91.88
FR	4	200	250	103.66
FR	4	250	300	115.44
FR	4	300	350	124.06
FR	4	350	400	132.68
FR	4	400	450	144.1
FR	4	450	500	155.52
FR	4	500	600	174.47
FR	4	600	700	197.22
FR	4	700	800	216.44
FR	4	800	900	236.5
FR	4	900	1000	258.8
FR	4	1000	1100	278.66
FR	4	1100	1200	295.45
FR	4	1200	1300	314.35
FR	4	1300	1400	336.15
FR	4	1400	1500	359.56
FR	4	1500	1600	379.13
FR	4	1600	1700	401.64
FR	4	1700	1800	428.4
FR	4	1800	1900	458.64
FR	4	1900	2000	480.68
FR	4	2000	2100	503.41
FR	4	2100	2200	526.22
FR	4	2200	2300	550.35
FR	4	2300	2400	571.79
FR	4	2400	2500	597.2
FR	5	0	30	65.69
FR	5	30	50	69.87
FR	5	50	75	74.05
FR	5	75	100	78.23
FR	5	100	150	88.85
FR	5	150	200	99.47
FR	5	200	250	110.83
FR	5	250	300	122.18
FR	5	300	350	130.02
FR	5	350	400	137.88
FR	5	400	450	149.06
FR	5	450	500	160.24
FR	5	500	600	177.74
FR	5	600	700	199.46
FR	5	700	800	217.98
FR	5	800	900	237
FR	5	900	1000	258.64
FR	5	1000	1100	277.41
FR	5	1100	1200	293.11
